feature_set,features,accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1
174_features,174,0.5386502453189146,0.5457135359553892,0.5386502453189146,0.527234230011155,0.4566373144567651,0.3596558157271182,0.3728813460170234
50_features,50,0.4022228897566837,0.37747809480601957,0.4022228897566837,0.37176512444529386,0.24445289305075024,0.17589277388761163,0.1884038359400839
